Category,Crop,QueryType,QueryText,KccAns,Refer
Vegetables,Arum (Arvi),Seeds,Information Regarding seed treatment of  Arum (Arvi) crop?,"Seed Treatment:
Before sowing dip seeds in hot water (50 for 30 min) or streptocycline@0.01 gm/Ltr for two hours. After treatment dry them in shade and then sow on bed. Blackrot mostly observed in Rabi. As a preventive measure seed treatment with mercury chloride is essential. For that dip seeds in Mercury chloride@1 gm/Ltr solution for 30 min after that dry them in shed. Crop grown in sandy soils are more prone to stem rot. To prevent it do seed treatment with Carbendazim 50%WP@3 gm/kg of seeds.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Plant Protection,Information Regarding control of Leaf blight   in  Arum (Arvi) Crop?,"Leaf blight: The disease mainly occurs during rainy season when night temperature is between 20-22 and day temperature is between 25-28. The symptoms are water soaked circular lesions are seen which become yellow or dark purple color when dried.
Treatment: Use of Dithane M-45 @400-500 gm/acre in 100-150 ltr water should be applied at the interval of 7-14 days to get cure form leaf blight.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Plant Protection,Information Regarding control of Alomae/Bobone Virus  in  Arum (Arvi) Crop?,"Alomae/Bobone Virus: It is a viral disease caused by bacilli form virus. The symptoms are crinkled and conspicuous feathery mosaic on young leaves.
 
Treatment: Rouging is one of the methods to prevent from this virus or resistant varieties should be grown to get rid from Alomae/Bobone Virus.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Plant Protection,"Information Regarding control of 
Dasheen Mosaic Virus (DMV)  in  Arum (Arvi) Crop?","Dasheen Mosaic Virus (DMV): It is a viral disease which is carried out by aphids. The symptoms are seen more in cooler months and the symptoms are veinal mosaic and dispersed pattern seen on the foliar leaves.
Treatment: Different varieties of arvi crops should be grown to avoid Dasheen Mosaic Virus.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Plant Protection,Information Regarding control of Pythium rot or corm rot  in  Arum (Arvi) Crop?,"Pythium rot or corm rot: The symptoms are stunted growth, shortened leaf stalks, curled and crinkled leaf blades and yellowish and spotted leaves.
Treatment: Use of Captan 50WP @44-45 kg/acre is used to treat corm rot.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Plant Protection,Information Regarding control of Insect-Pest attack  in  Arum (Arvi) Crop?,"Insect-Pest attack: The pests attack the seed corms which will result in poor seed production.
Treatment: Use of Malathion 50EC @250 ml/acre will help to control insect pests.
   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Nutrient Management,Information Regarding necessary nutrition of Arum (Arvi)?,"NITROGEN--40kg/acre, p2o5 --20kg/acre, k2o --20 kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Arum (Arvi),Fertilizer Uses,Information Regarding fertilizer requirement in Arum (Arvi)?,"UREA--90kg/acre, SSP--125kg/acre,MURIATE OF POTASH--35 kg/acre
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding Beetroot Crop?,"Beetroot is also known as arden beet It is sweet in taste and is healthy having antioxidant properties. In the world after Sugarcane, Beetroot is the second largest sugar crop. It is a short duration crop which can be harvested in 6-7 months. It has medicinal values i.e. it is used to cure cancer and heart diseases. It can be grown easily and is ranked as top 10 vegetables grown in India.   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding sowing time of  Beetroot crop?,"The optimum time for sowing beetroot is October to mid-November. 

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding suitable tempararture of Beetroot crops?,"The suitable temparature: Sowing Temparature- 18-22 degree, 
Normal Temperature- 18-35 degree,Harvesting Temperature- 25-35 degree,Rainfall- 120-150mm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding suitable time of  Beetroot crop?,"The optimum time for sowing beetroot is October to mid-November. 

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding soil management of  Beetroot crop?,"Sandy loam soil is ideal for beetroot cultivation. It can be successfully grown in well-drained soils, loamy sand to clayey soil and alkali soils.   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding field preparation of  Beetroot crop?,"Area needs to be ploughed first which is followed by 3-4 harrowing to get fine tilth. For good seed production, land should be well prepared and contains appropriate moisture. Before last harrowing, land should be treated with Quinalphos @250ml /acre to protect crop from Cutworms, Termite and other insect-pests.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding spacing of  Beetroot crop?,"Spacing:Use line spacing of 45-50cm for sowing. The plant to plant distance must be 15-20cm. 
   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding sowing depth of  Beetroot crop?,"Sowing Depth:Sow the seed at depth of 2.5cm.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding harvesting of  Beetroot crop?,"Harvesting is done from mid-April to end-May. Harvesting is done with the help of sugarbeet harvester/potato digger/cultivator/by manual digging. Processing should be done within 48hours after harvesting. 

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Cultural Practices,Information Regarding method of sowing of  Beetroot crop?,Method of sowing:  Dibbling method   ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Water Management,Information Regarding water management of  Beetroot crop?,"In the absence of FYM, application of nitogen@60kg/acre in the form of urea@135kg/acre and phosphorus@12kg/acre in the form of SSP@75kg/acre. Application of urea@45kg/acre and full dose of phosphorus should be done at the time of sowing. Remaining urea is applied in two equal splits i.e. 30 and 60days after sowing. 

In the presence of FYM, the nitrogen dose should be 48kg/acre (i.e. urea@105kg/acre). 

In potassium deficient soils, application of potassium@12kg/acre (MOP@20kg/acre) should be done at the time of sowing. In boron deficient soils, application of boron@400gm (borax@4kg) should be done at the time of sowing.    ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Fertilizer Uses,Information Regarding fertilizer uses of  Beetroot crop?,"Apply well rotten FYM (Farm Yard Manure) @5-7tonnes/acre before sowing. Along with FYM apply fertilizer dose in terms of Urea @90kg/acre, SSP @125kg/acre and MOP @35kg/acre.

Full dose of K2O and P2O5 is applied at the time of planting. Nitrogen dose is applied in 2 splits i.e. first at the time of sowing and remaining half should be applied at the time of hoeing, weeding and earthing up.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Varieties,Information Regarding varieties of  Beetroot crop?,Advanced varieties: Tropical beetroot hybrids gives an average yield of 240-320qtl/acre and its juice contain 13-15% of sucrose content.   ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Seeds,Information Regarding seed management of  Beetroot crop?,"Seed rate:
Use 40,000 plants for planting in one acre land. Use only one plant for per hill. 

Seed treatment:
Seeds are treated with Carbendazim 50WP or Thiram @2gm/kg before sowing.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Vegetables,Beetroot,Seeds,Information Regarding seed treatment of  Beetroot crop?,"Seed Treatment:
Seeds are treated with Carbendazim 50WP or Thiram @2gm/kg before sowing.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
